retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,representation,n_pairs,n_features,density,avg_nnz_per_read
0.85,0.8220023696101793,0.5299719648585912,0.4764252192129447,0.9695648725484501,0.19917641349585488,0.85,125,short_indel,ncp_anf,400,500,0.624495,312.2475
1.0,0.9944418104041333,0.9830836348177925,0.08425928585042562,0.1839367558583208,0.15700488211081803,1.0,125,short_indel,pseeiip,400,64,0.7750390625,49.6025
1.0,0.9679751998882878,0.9562999291678164,0.2510417365430834,0.29563513472935704,0.254223008918004,1.0,125,local_mismatch_6bp,ck4,400,136,0.5265533088235295,71.61125
1.0,0.9892274991512017,0.985270397370374,0.14563075437182807,0.1716368411261111,0.08599371471299357,1.0,125,local_mismatch_6bp,ck4p_msp,400,222,0.6378885135135135,141.61125
1.0,0.9910937646487658,0.9873831460450858,0.13216575810187087,0.1588512100040238,0.06926983065307898,1.0,125,local_mismatch_6bp,pseknc_k3_l3,400,67,0.7891231343283582,52.87125
1.0,0.9692939957954181,0.9646500325146722,0.24753366216612746,0.26589457245866377,0.34497671617018805,1.0,125,local_mismatch_6bp,ncp_anf,400,500,0.6246,312.3
1.0,0.9813207683327295,0.9714879207434898,0.19084211421673747,0.23879730994385667,0.1457875765644689,1.0,125,local_mismatch_6bp,pseeiip,400,64,0.77923828125,49.87125
1.0,0.9853896241301023,0.9622255169064362,0.1449864302695268,0.2748613570931475,0.2435942759562998,1.0,150,substitution_1pct,ck4,400,136,0.5803216911764706,78.92375
1.0,0.9951157436717247,0.9873772052386429,0.08386122208765227,0.15888839210703842,0.08229820018531604,1.0,150,substitution_1pct,ck4p_msp,400,222,0.6708220720720721,148.9225
1.0,0.9967220794623934,0.9913196134367024,0.06904257201223035,0.13176026572943078,0.06395940888141112,1.0,150,substitution_1pct,pseknc_k3_l3,400,67,0.8296455223880597,55.58625
1.0,0.9937610424434061,0.9842312361326112,0.09582668530421909,0.17758804655444502,0.3757946433416055,1.0,150,substitution_1pct,ncp_anf,400,600,0.6239875,374.3925
1.0,0.9929990933929678,0.9813808451833478,0.1006355186996193,0.1929720667664035,0.13643162492236136,1.0,150,substitution_1pct,pseeiip,400,64,0.82166015625,52.58625
1.0,0.9787387781998834,0.968789141396897,0.2045295693116368,0.24984338510085885,0.2440515462843783,1.0,150,N_3pct,ck4,400,136,0.5626470588235294,76.52
1.0,0.992223634551689,0.9889609034088747,0.12389086256917721,0.14858722520673037,0.08249631340353634,1.0,150,N_3pct,ck4p_msp,400,222,0.6852195945945946,152.11875
1.0,0.994851062664527,0.9926121819815317,0.10063468014643799,0.12155502860915887,0.061865499500266444,1.0,150,N_3pct,pseknc_k3_l3,400,67,0.8186194029850746,54.8475
1.0,0.9867977292964532,0.9805503692931175,0.16104398901109435,0.19722893668787045,0.37576974067867625,1.0,150,N_3pct,ncp_anf,400,600,0.6189333333333333,371.36
